cod_ibge,year,cases_deng,cases_lept,cases_mala,cases_leiv,cases_ltan
355280,2013,183,16,0,1,1
355290,2013,124,0,0,0,0
355300,2013,8,0,0,0,0
355310,2013,115,0,0,0,0
355320,2013,119,0,0,0,1
355330,2013,149,2,0,0,0
355340,2013,624,2,0,1,0
355360,2013,182,0,0,0,0
355360,2013,1,0,0,0,0
355365,2013,55,0,0,0,0
355370,2013,1203,1,0,0,0
355380,2013,9,0,0,0,0
355385,2013,7,0,0,0,0
355390,2013,41,0,0,0,0
355395,2013,127,0,0,0,0
355400,2013,151,4,0,0,2
355410,2013,1689,22,2,0,4
355410,2013,6,22,2,0,4
355430,2013,354,0,0,0,1
355440,2013,62,0,0,0,0
355450,2013,203,1,0,0,0
355460,2013,0,0,0,0,0
355465,2013,0,0,0,0,0
355470,2013,4,0,0,0,0
355475,2013,14,0,0,0,0
355480,2013,219,0,0,0,0
355480,2013,4,0,0,0,0
355490,2013,57,0,0,0,0
355500,2013,3734,12,0,5,1
355500,2013,2,12,0,5,1
355510,2013,192,0,0,0,0
355520,2013,24,0,0,0,0
355530,2013,52,2,0,0,0
355535,2013,43,0,0,0,0
355540,2013,3384,7,1,0,0
355540,2013,5,7,1,0,0
355550,2013,25,0,0,0,0
355560,2013,245,1,0,0,0
355570,2013,17,0,0,0,0
355580,2013,96,0,1,1,0
355600,2013,56,1,0,0,0
355610,2013,215,0,0,0,0
355620,2013,260,46,0,1,2
355630,2013,183,0,0,0,1
355640,2013,670,0,0,0,0
355645,2013,26,7,0,0,0
355650,2013,69,5,0,0,0
355660,2013,66,0,0,0,0
355670,2013,350,26,0,0,0
355680,2013,151,0,0,0,0
355680,2013,1,0,0,0,0
355690,2013,152,0,0,0,3
355695,2013,110,0,0,0,0
355700,2013,1990,18,0,0,0
355700,2013,7,18,0,0,0
355710,2013,2409,4,1,38,0
355715,2013,42,0,0,0,0
355720,2013,31,0,0,0,0
355730,2013,23,0,0,0,0
350075,2013,9,0,0,0,0
350270,2013,10,1,0,0,0
350310,2013,19,0,0,0,0
350535,2013,0,0,0,0,0
350990,2013,280,0,0,0,0
350995,2013,24,0,0,0,0
351512,2013,84,0,0,0,0
352020,2013,4,0,0,0,0
352280,2013,6,1,0,0,0
352660,2013,330,0,0,0,0
353090,2013,112,0,0,0,0
353215,2013,10,0,0,0,0
353380,2013,4,0,0,0,0
353680,2013,0,0,0,0,0
353850,2013,81,1,0,0,0
354050,2013,4,0,0,0,0
354180,2013,63,0,0,0,0
354230,2013,0,0,0,0,0
354280,2013,1,1,0,0,5
354323,2013,37,0,0,0,0
354550,2013,67,0,0,0,0
354625,2013,14,0,0,0,0
354700,2013,36,0,0,0,0
355050,2013,78,1,0,0,0
355120,2013,1,0,0,0,0
355495,2013,0,0,0,0,0
355590,2013,30,0,0,0,0
350060,2013,16,1,0,0,0
351260,2013,0,0,0,0,0
353282,2013,2,0,0,0,0
354820,2013,2,0,0,0,0
355420,2013,3,0,0,0,0
350540,2013,20,0,3,0,7
351565,2013,8,0,0,0,0
352215,2013,1,0,0,0,8
352265,2013,1,0,0,0,0
354010,2013,19,0,0,0,0
355350,2013,14,0,9,0,0
355635,2013,2,0,0,0,0
350945,2013,0,0,0,0,0
354325,2013,0,0,0,0,0
350315,2013,0,0,0,0,0
350715,2013,0,0,0,0,0
353170,2013,0,0,0,0,0
354300,2013,0,0,0,0,0
350010,2014,129,6,0,15,5
350020,2014,8,0,0,0,0
350030,2014,585,1,0,0,0
350040,2014,7,0,0,0,0
350050,2014,35,0,0,0,0
350055,2014,16,0,0,0,0
350070,2014,97,0,0,0,0
350080,2014,23,0,0,0,0
350090,2014,11,0,0,0,0
350100,2014,6,0,0,0,0
350110,2014,10,0,0,0,0
350115,2014,19,0,0,0,1
350120,2014,78,0,0,0,0
350130,2014,32,1,0,0,0
350140,2014,2,0,0,0,0
350150,2014,2,0,0,0,0
350160,2014,10249,31,0,0,0
350170,2014,322,2,0,1,2
350180,2014,111,0,0,0,0
350190,2014,1040,31,0,0,2
350200,2014,3,0,0,0,0
350210,2014,207,0,0,30,2
350220,2014,3,0,0,0,3
350230,2014,13,0,0,0,0
350240,2014,3,0,0,0,0
350250,2014,211,1,0,0,0
350260,2014,77,0,0,0,1
350275,2014,45,0,0,0,0
350280,2014,5431,0,1,23,1
350290,2014,37,1,0,0,0
350300,2014,4,0,0,0,0
350320,2014,2513,2,0,0,0
350330,2014,372,25,1,0,2
350335,2014,17,0,0,0,0
350340,2014,10,0,0,0,0
350350,2014,3,0,0,0,0
350360,2014,13,0,0,0,0
350370,2014,7,0,0,0,0
350380,2014,143,0,0,0,0
350390,2014,493,5,0,0,0
350395,2014,22,0,0,0,0
350400,2014,1557,58,0,0,2
350410,2014,2275,17,0,0,4
350420,2014,84,0,0,0,0
350430,2014,143,0,0,0,0
350440,2014,19,0,0,0,0
350450,2014,16,1,0,0,0
350460,2014,46,0,0,0,0
350470,2014,3,0,0,0,0
350480,2014,37,0,0,0,0
350490,2014,7,0,0,0,0
350500,2014,6,0,0,0,0
350510,2014,53,0,0,0,0
350520,2014,253,0,1,0,0
350530,2014,166,3,0,0,0
350550,2014,291,2,0,1,0
350560,2014,47,5,0,0,2
350570,2014,5973,77,0,0,1
350580,2014,114,2,0,7,0
350590,2014,62,3,0,0,1
350600,2014,1082,4,3,42,3
350610,2014,1206,8,0,0,5
350620,2014,13,0,0,0,0
350630,2014,17,0,0,0,0
350635,2014,2063,4,126,0,0
350640,2014,72,0,0,0,0
350650,2014,6580,5,0,19,2
350660,2014,0,0,0,0,0
350670,2014,1047,0,0,0,0
350680,2014,70,0,0,0,0
350690,2014,17,0,0,0,0
350700,2014,46,1,0,0,1
350710,2014,62,0,0,0,2
350720,2014,3,0,0,0,0
350730,2014,63,0,0,0,0
350740,2014,35,0,0,0,0
350745,2014,3,0,0,0,0
350750,2014,108,13,2,2,2
350760,2014,715,35,0,0,3
350770,2014,81,0,0,0,0
350775,2014,34,0,0,0,0
350780,2014,74,0,0,0,0
350790,2014,288,0,0,0,0
350800,2014,23,0,0,0,0
350810,2014,1721,0,0,0,0
350820,2014,1,0,0,0,0
350830,2014,5,0,0,0,0
350840,2014,50,0,0,0,4
350850,2014,394,6,0,0,0
350860,2014,66,2,0,0,0
350870,2014,34,4,0,0,0
350880,2014,44,0,0,0,0
350890,2014,4,0,0,0,0
350900,2014,605,2,0,0,0
350910,2014,33,0,0,0,0
350920,2014,437,3,0,0,0
350925,2014,7,0,0,0,2
350930,2014,118,0,0,0,0
350940,2014,13,0,0,0,0
350950,2014,47597,377,28,5,15
350960,2014,425,0,0,0,1
350970,2014,17,0,0,0,0
350980,2014,8,0,0,0,0
351000,2014,202,18,0,0,0
351010,2014,7,0,0,0,0
351015,2014,10,0,0,0,0
351020,2014,95,7,0,0,0
351030,2014,16,0,0,0,0
351040,2014,81,5,0,0,0
351050,2014,7820,3,0,0,1
351060,2014,999,9,1,0,0
351070,2014,101,0,0,0,0
351080,2014,2292,0,0,0,0
351090,2014,1,0,0,0,0
351100,2014,115,0,2,0,0
351110,2014,849,38,0,2,1
351120,2014,12,1,0,1,0
351130,2014,39,0,0,0,0
351140,2014,9,0,0,0,0
351150,2014,45,1,0,0,0
351160,2014,14,0,0,0,1
351170,2014,52,0,0,0,0
351190,2014,104,2,0,0,0
351200,2014,130,0,0,0,0
351210,2014,19,0,0,0,0
351220,2014,31,1,0,0,0
351230,2014,29,0,0,0,0
351240,2014,137,3,0,1,0
351250,2014,182,0,0,0,0
351270,2014,20,0,0,0,0
351280,2014,235,13,0,0,0
351290,2014,33,0,0,0,0
351300,2014,939,15,0,1,0
351310,2014,145,0,0,0,0
351320,2014,4,0,0,0,0
351330,2014,6,3,0,0,0
351340,2014,243,8,0,0,0
351350,2014,602,14,0,0,0
351360,2014,0,0,0,0,0
351370,2014,168,0,0,0,3
351380,2014,1024,30,0,0,1
351385,2014,8,0,0,0,0
351390,2014,4,0,0,0,0
351400,2014,21,0,0,0,0
351410,2014,135,0,0,0,0
351420,2014,4,0,0,0,0
351430,2014,91,0,0,0,0
351440,2014,186,1,0,7,2
351450,2014,33,0,0,0,0
351460,2014,56,0,0,0,0
351470,2014,15,0,0,0,0
351480,2014,7,0,0,0,0
351490,2014,69,0,0,0,0
351492,2014,8,0,0,0,0
351495,2014,1,0,0,0,1
351500,2014,534,12,0,0,0
351510,2014,14,2,0,0,1
351515,2014,44,0,0,0,0
351518,2014,69,12,0,0,3
351519,2014,2,1,0,0,0
351520,2014,380,1,0,0,0
351530,2014,66,0,0,0,0
351535,2014,75,0,0,0,0
351540,2014,12,0,0,0,0
351550,2014,358,11,6,6,1
351560,2014,6,0,0,0,2
351570,2014,67,10,0,0,1
351580,2014,24,0,0,0,0
351590,2014,20,0,0,0,0
351600,2014,139,0,0,0,0
351610,2014,105,3,0,0,0
351620,2014,525,23,0,3,1
351630,2014,887,5,0,0,0
351640,2014,3129,13,0,0,0
351650,2014,19,0,0,0,0
351660,2014,13,0,0,1,0
351670,2014,167,2,0,0,1
351680,2014,21,0,0,0,0
351685,2014,17,0,0,0,0
351690,2014,149,0,0,0,0
351700,2014,30,0,0,0,0
351710,2014,50,0,0,0,0
351720,2014,97,0,0,0,0
351730,2014,10,0,0,0,0
351740,2014,194,0,0,0,0
351750,2014,132,1,0,0,1
351760,2014,43,0,0,0,0
351770,2014,12,0,0,0,0
351780,2014,183,0,0,1,0
351790,2014,15,0,0,0,0
351800,2014,6,0,0,0,0
351810,2014,72,0,0,0,0
351820,2014,628,0,0,0,1
351830,2014,152,117,0,0,0
351840,2014,614,13,0,0,3
351850,2014,1,0,0,0,0
351860,2014,48,1,0,0,0
351870,2014,1262,65,1,1,0
351880,2014,8032,193,1,3,10
351885,2014,25,0,0,0,0
351890,2014,22,0,0,0,0
351900,2014,30,0,0,0,0
351905,2014,122,0,0,0,0
351907,2014,8618,20,0,0,1
351910,2014,63,0,0,0,0
351920,2014,30,0,0,1,1
351925,2014,64,0,0,0,0
351930,2014,66,0,0,0,0
351940,2014,81,0,0,0,0
351950,2014,4,0,0,0,0
351960,2014,91,0,0,0,0
351970,2014,31,8,0,0,0
351980,2014,24,0,0,0,0
351990,2014,21,1,0,1,1
352000,2014,59,2,0,0,0
352010,2014,15,0,0,0,0
352030,2014,16,0,0,0,0
352040,2014,4817,11,0,0,0
352042,2014,36,1,0,0,1
352044,2014,525,0,0,0,1
352050,2014,440,28,0,0,2
352060,2014,1,0,0,0,0
352070,2014,18,0,0,0,0
352080,2014,3,0,0,0,0
352090,2014,3,0,0,0,0
352100,2014,524,5,0,0,2
352110,2014,10,0,0,0,0
352115,2014,17,0,0,0,0
352120,2014,0,0,0,0,14
352130,2014,29,0,0,0,0
352140,2014,75,0,0,0,0
352150,2014,0,0,0,0,0
352160,2014,95,0,0,0,0
352170,2014,8,0,0,0,0
352180,2014,4,2,0,0,0
352190,2014,22,5,0,0,0
352200,2014,19,0,0,0,0
352210,2014,265,4,0,0,0
352220,2014,156,17,0,2,0
352230,2014,106,7,0,0,0
352240,2014,89,19,7,0,0
352250,2014,786,21,0,0,0
352260,2014,1128,1,0,0,5
352270,2014,248,0,0,0,0
352290,2014,185,0,0,0,0
352300,2014,60,0,0,0,0
352310,2014,158,15,0,0,0
352320,2014,231,0,0,0,1
352330,2014,12,0,0,0,4
352340,2014,185,28,0,0,0
352350,2014,14,0,0,0,0
352360,2014,58,0,0,0,0
352370,2014,0,0,0,0,0
352380,2014,283,0,0,0,0
352390,2014,1528,18,0,0,1
352400,2014,55,0,0,0,2
352410,2014,94,3,0,0,1
352420,2014,7,0,0,0,0
352430,2014,257,11,0,0,4
352440,2014,1213,27,1,0,2
352450,2014,75,0,0,0,0
352460,2014,6,0,0,0,0
352470,2014,340,16,0,0,1
352480,2014,990,4,0,8,0
352490,2014,3,0,0,0,0
352500,2014,353,3,0,0,0
352510,2014,2192,0,0,0,0
352520,2014,35,0,0,0,0
352530,2014,7082,4,0,0,1
352540,2014,3,0,0,0,0
352550,2014,6,1,0,0,1
352560,2014,18,0,0,0,0
352570,2014,287,0,0,0,0
352580,2014,18,0,0,0,0
352585,2014,10,1,0,0,0
352590,2014,2897,42,0,2,1
352600,2014,358,0,0,0,1
352610,2014,17,7,0,0,8
352620,2014,29,1,0,0,0
352630,2014,19,0,0,0,0
352640,2014,87,0,0,0,0
352650,2014,28,0,0,0,0
352670,2014,139,5,0,0,0
352680,2014,132,3,0,0,0
352690,2014,1208,15,0,0,2
352700,2014,0,0,0,0,0
352710,2014,461,0,0,0,1
352720,2014,298,3,0,0,0
352725,2014,92,0,0,0,0
352730,2014,216,3,0,0,0
352740,2014,57,1,0,2,0
352750,2014,8,0,0,0,0
352760,2014,36,0,0,0,0
352770,2014,14,0,0,0,0
352780,2014,3,0,0,0,0
352790,2014,1,0,0,0,0
352800,2014,53,0,0,0,0
352810,2014,30,0,0,0,0
352820,2014,15,0,0,0,0
352830,2014,26,0,0,0,0
352840,2014,70,5,0,0,1
352850,2014,4576,1,0,0,11
352860,2014,10,0,0,0,0
352870,2014,8,0,0,0,1
352880,2014,40,0,0,0,0
352885,2014,5,3,0,0,0
352890,2014,62,0,0,0,0
352900,2014,3267,32,6,32,0
352910,2014,9,0,0,0,0
352920,2014,62,0,0,0,1
352930,2014,311,5,0,0,0
352940,2014,317,28,1,0,2
352950,2014,83,0,0,0,0
352960,2014,57,0,0,0,0
352965,2014,4,0,0,0,0
352970,2014,10,0,0,0,0
352980,2014,218,2,0,0,0
352990,2014,29,9,1,0,2
353000,2014,38,0,0,0,0
353010,2014,178,0,0,4,0
353020,2014,175,0,0,0,0
353030,2014,148,0,1,0,0
353040,2014,20,0,0,0,0
353050,2014,779,1,0,0,0
353060,2014,515,30,1,0,0
353070,2014,2096,1,0,0,2
353080,2014,1922,0,0,0,0
353100,2014,23,0,0,0,0
353110,2014,390,2,0,0,6
353120,2014,5,0,0,0,0
353130,2014,97,16,0,0,0
353140,2014,184,0,0,0,0
353150,2014,113,0,0,0,0
353160,2014,22,0,0,1,0
353180,2014,424,1,0,0,1
353190,2014,52,0,0,0,0
353200,2014,13,2,0,0,0
353205,2014,61,1,0,0,0
353210,2014,40,0,0,0,0
353220,2014,91,1,0,0,1
353230,2014,29,0,0,0,0
353240,2014,22,3,0,0,0
353250,2014,53,0,0,0,0
353260,2014,125,0,0,0,0
353270,2014,15,0,1,0,0
353280,2014,38,1,0,0,0
353284,2014,9,0,0,0,0
353286,2014,1,0,0,0,0
353290,2014,43,0,0,0,0
353300,2014,28,0,0,0,0
353310,2014,6,0,0,0,0
353320,2014,28,0,0,0,0
353325,2014,6,0,0,0,0
353330,2014,21,0,0,0,0
353340,2014,652,7,0,0,0
353350,2014,45,0,0,0,0
353360,2014,10,0,0,0,1
353370,2014,15,0,0,0,0
353390,2014,229,1,0,0,0
353400,2014,49,0,0,0,0
353410,2014,18,0,0,0,0
353420,2014,16,0,0,0,0
353430,2014,138,3,0,0,0
353440,2014,7491,36,0,0,0
353450,2014,35,0,0,0,0
353460,2014,61,0,0,4,0
353470,2014,428,2,0,0,1
353475,2014,108,0,0,0,0
353480,2014,101,0,0,0,1
353490,2014,37,0,0,0,0
353500,2014,29,0,0,0,0
353510,2014,57,0,0,0,3
353520,2014,112,0,0,0,0
353530,2014,181,6,0,0,0
353540,2014,86,0,0,0,0
353550,2014,257,4,0,0,0
353560,2014,13,5,0,0,0
353570,2014,26,0,0,0,4
353580,2014,2,0,0,0,0
353590,2014,72,0,0,0,0
353600,2014,50,0,0,1,0
353610,2014,1,0,0,0,0
353620,2014,95,70,1,1,1
353625,2014,146,0,0,0,0
353630,2014,19,0,0,0,0
353640,2014,59,0,0,0,0
353650,2014,2825,103,0,0,0
353657,2014,1,0,0,0,0
353660,2014,21,0,0,0,0
353670,2014,136,1,0,0,0
353690,2014,68,0,0,0,0
353700,2014,13,1,0,0,0
353710,2014,1305,6,0,0,0
353715,2014,20,0,0,0,0
353720,2014,9,0,0,0,2
353730,2014,481,1,1,10,0
353740,2014,106,0,0,1,0
353750,2014,17,0,0,0,0
353760,2014,403,3,0,0,0
353770,2014,62,0,0,0,0
353780,2014,35,24,0,0,0
353790,2014,3,0,0,0,0
353800,2014,6961,12,0,0,1
353810,2014,39,0,0,0,1
353820,2014,4,0,0,0,0
353830,2014,5,0,0,0,0
353860,2014,13,0,0,0,0
353870,2014,2659,131,1,2,2
353880,2014,25,4,0,0,0
353890,2014,36,0,0,0,0
353900,2014,50,0,0,0,1
353910,2014,64,4,0,0,0
353920,2014,69,0,0,0,0
353930,2014,207,1,2,0,1
353940,2014,24,0,0,0,0
353950,2014,106,3,0,0,1
353960,2014,59,0,0,0,0
353970,2014,5,0,0,0,0
353980,2014,64,4,0,0,0
353990,2014,8,0,0,0,0
354000,2014,146,4,0,1,1
354020,2014,214,1,0,0,1
354025,2014,21,0,0,0,0
354030,2014,66,0,0,0,0
354040,2014,3,0,0,0,0
354060,2014,568,6,0,1,1
354070,2014,1230,1,0,0,0
354075,2014,301,0,0,0,0
354080,2014,91,0,0,0,0
354085,2014,6,1,0,0,0
354090,2014,26,0,0,0,0
354100,2014,478,12,0,0,0
354105,2014,2,0,0,0,0
354110,2014,9,0,0,0,0
354120,2014,46,1,0,0,0
354130,2014,184,3,0,0,0
354140,2014,1628,19,4,34,6
354150,2014,53,0,0,0,1
354160,2014,557,0,0,0,0
354165,2014,2,0,0,0,0
354170,2014,24,0,0,0,0
354190,2014,36,3,0,0,0
354200,2014,6,0,0,0,0
354210,2014,13,0,0,0,0
354220,2014,195,0,1,0,1
354240,2014,54,0,0,0,0
354250,2014,6,0,0,0,0
354260,2014,111,15,0,0,1
354270,2014,7,0,0,0,0
354290,2014,356,0,0,0,0
354310,2014,51,0,0,0,0
354320,2014,31,0,0,0,0
354330,2014,387,11,0,0,0
354340,2014,3297,59,35,5,32
354350,2014,9,0,0,0,1
354360,2014,53,0,0,0,0
354370,2014,15,1,0,0,0
354380,2014,34,0,0,2,0
354390,2014,1371,8,0,0,3
354400,2014,32,3,0,0,0
354410,2014,9,0,0,0,0
354420,2014,56,1,0,0,0
354425,2014,1096,0,0,0,0
354430,2014,46,1,0,1,1
354440,2014,13,0,0,0,0
354450,2014,182,0,0,1,0
354460,2014,1,0,0,0,0
354470,2014,10,0,0,1,0
354480,2014,29,0,0,0,0
354490,2014,174,0,0,0,0
354500,2014,14,0,0,0,0
354510,2014,35,0,0,0,3
354515,2014,14,1,0,0,0
354520,2014,1005,17,0,2,0
354530,2014,64,0,0,0,0
354540,2014,16,0,0,0,0
354560,2014,35,1,0,0,0
354570,2014,53,0,0,0,0
354580,2014,4944,14,0,0,1
354600,2014,28,0,0,0,0
354610,2014,10,0,0,0,0
354620,2014,21,1,0,0,0
354630,2014,79,0,0,0,0
354640,2014,136,9,0,0,0
354650,2014,8,0,0,0,0
354660,2014,189,1,1,5,0
354670,2014,334,6,0,0,1
354680,2014,137,26,0,0,0
354690,2014,35,0,0,0,1
354710,2014,4,0,0,0,0
354720,2014,5,0,0,0,0
354730,2014,665,3,0,0,0
354740,2014,17,0,0,0,0
354750,2014,134,0,0,0,0
354760,2014,124,0,0,0,0
354765,2014,11,0,0,0,0
354770,2014,69,0,0,0,0
354780,2014,1533,44,1,1,0
354790,2014,2,0,0,0,0
354800,2014,460,4,0,0,1
354805,2014,140,0,0,0,0
354810,2014,10,0,0,0,0
354830,2014,4,0,0,0,0
354840,2014,28,0,0,0,0
354850,2014,7740,98,20,3,0
354860,2014,33,0,0,0,0
354870,2014,3834,52,0,0,0
354880,2014,286,17,2,0,0
354890,2014,1066,10,0,2,6
354900,2014,56,0,0,0,0
354910,2014,912,2,0,0,0
354920,2014,11,0,0,0,0
354925,2014,13,0,0,0,0
354930,2014,27,0,0,0,0
354940,2014,133,1,0,0,0
354950,2014,0,0,0,0,0
354960,2014,22,0,0,0,0
354970,2014,113,0,0,0,0
354980,2014,6437,92,28,40,8
354990,2014,9912,106,8,0,0
354995,2014,26,2,0,0,0
355000,2014,37,0,0,0,0
355010,2014,14,0,0,0,0
355020,2014,16,0,0,0,0
355030,2014,63229,1221,125,35,57
355040,2014,1453,1,0,0,1
355060,2014,326,8,0,1,2
355070,2014,6115,10,3,0,2
355080,2014,9,0,0,0,0
355090,2014,18,1,0,0,0
355100,2014,591,50,2,0,0
355110,2014,6,0,0,0,1
355130,2014,21,0,0,0,0
355140,2014,20,0,0,0,0
355150,2014,173,0,0,0,0
355160,2014,67,10,0,0,0
355170,2014,380,8,0,0,0
355180,2014,13,0,0,0,4
355190,2014,57,0,0,0,0
355200,2014,3,1,0,0,0
355210,2014,30,3,0,0,1
355220,2014,7158,98,15,3,10
355230,2014,49,0,0,0,0
355240,2014,3776,48,1,0,2
355250,2014,137,16,1,0,1
355255,2014,104,0,0,0,0
355260,2014,90,0,0,0,0
355270,2014,29,0,0,0,0
355280,2014,1144,44,0,0,0
355290,2014,6,0,0,0,0
355300,2014,10,0,0,0,0
355310,2014,7,0,0,0,0
355320,2014,9,0,0,0,0
355330,2014,334,5,0,0,0
355340,2014,434,1,0,0,0
355360,2014,15,0,0,0,0
355365,2014,9,0,0,0,0
355370,2014,318,3,0,0,0
355380,2014,11,0,0,0,0
355385,2014,14,0,0,0,0
355390,2014,42,0,0,0,0
355395,2014,208,1,0,0,0
355400,2014,157,2,2,0,0
355410,2014,11502,27,1,3,5
355430,2014,91,1,0,0,0
355440,2014,16,0,0,0,0
355450,2014,90,0,0,0,0
355460,2014,0,0,0,0,0
355465,2014,1,0,0,0,0
355470,2014,36,0,0,0,0
355475,2014,109,0,0,0,0
355480,2014,1154,0,0,0,0
355490,2014,20,0,0,0,0
355500,2014,1661,15,0,16,1
355510,2014,36,0,0,1,1
355520,2014,32,0,0,0,0
355530,2014,16,1,0,0,0
355535,2014,114,0,0,0,2
355540,2014,3207,3,1,0,0
355550,2014,8,0,0,0,0
355560,2014,75,0,0,0,0
355570,2014,5,0,0,0,0
355580,2014,66,0,4,0,0
355600,2014,10,0,0,0,0
355610,2014,172,0,0,0,0
355620,2014,602,31,0,0,0
355630,2014,85,2,0,0,0
355640,2014,114,0,0,0,0
355645,2014,78,4,0,0,0
355650,2014,293,4,0,0,3
355660,2014,57,0,0,0,0
355670,2014,552,9,0,0,1
355680,2014,135,0,0,0,0
355690,2014,18,0,0,0,2
355695,2014,18,0,0,0,0
355700,2014,784,17,0,0,0
355710,2014,3199,10,0,26,0
355715,2014,119,0,0,0,0
355720,2014,14,0,0,0,0
355730,2014,98,0,0,0,0
350075,2014,16,0,0,0,0
350270,2014,2,3,0,0,0
350310,2014,2,0,0,0,0
350535,2014,0,0,0,0,0
350990,2014,27,0,0,0,0
350995,2014,0,0,0,0,0
351512,2014,6,0,0,0,0
352020,2014,14,0,0,0,0
352280,2014,167,1,0,0,0
352660,2014,17,0,0,0,0
353090,2014,6,0,0,0,0
353215,2014,2,0,0,0,0
353380,2014,3,0,0,0,0
353680,2014,3,0,0,0,0
353850,2014,12,0,0,0,0
354050,2014,26,0,0,0,0
354180,2014,18,0,0,0,0
354230,2014,9,0,0,0,0
354280,2014,0,0,0,0,1
354323,2014,1,0,0,0,0
354550,2014,16,0,0,0,0
354625,2014,0,0,0,0,0
354700,2014,60,1,1,0,0
355050,2014,19,0,0,0,0
355120,2014,1,0,0,0,0
355495,2014,0,0,0,0,0
355590,2014,0,0,0,0,0
350060,2014,120,1,0,0,2
351260,2014,11,0,0,0,0
353282,2014,1,0,0,0,0
354820,2014,1,0,0,0,0
355420,2014,0,0,0,0,0
350540,2014,1,0,0,0,2
351565,2014,1,0,0,0,0
352215,2014,0,0,0,0,5
352265,2014,1,0,0,0,0
354010,2014,0,0,0,0,0
355350,2014,3,0,4,0,1
355635,2014,1,0,0,0,0
350945,2014,8,0,0,0,0
354325,2014,6,0,0,0,0
350315,2014,0,0,0,0,0
350715,2014,0,0,0,0,0
353170,2014,0,0,0,0,0
354300,2014,0,0,0,0,0
350010,2015,1302,17,0,27,4
350020,2015,155,0,0,0,0
350030,2015,28,2,1,0,0
350030,2015,2533,2,1,0,0
350040,2015,396,0,0,0,0
350050,2015,358,1,0,0,0
350055,2015,74,0,0,0,0
350070,2015,1329,4,0,0,0
350080,2015,60,0,0,0,0
350090,2015,143,0,0,0,0
350100,2015,118,0,0,0,0
350110,2015,1,0,0,0,0
350110,2015,128,0,0,0,0
350115,2015,316,1,0,0,0
350120,2015,67,0,0,0,0
350130,2015,484,1,0,0,0
350140,2015,89,0,0,0,0
350150,2015,77,0,0,0,0
350160,2015,1,21,0,0,1
350160,2015,12876,21,0,0,1
350170,2015,2,11,0,0,1
350170,2015,935,11,0,0,1
350180,2015,118,1,0,0,0
350190,2015,1,38,0,0,0
350190,2015,7402,38,0,0,0
350200,2015,183,0,0,0,0
350210,2015,1,1,1,27,2
350210,2015,2248,1,1,27,2
350220,2015,380,0,0,0,0
350230,2015,221,0,0,0,0
350240,2015,128,0,0,0,0
350250,2015,1423,5,0,0,1
350260,2015,2,0,0,0,0
350260,2015,275,0,0,0,0
350275,2015,409,1,0,0,0
350280,2015,12,2,1,15,2
350280,2015,3019,2,1,15,2
350290,2015,306,1,0,0,1
350300,2015,8,0,0,0,1
350320,2015,1,8,0,0,0
350320,2015,5936,8,0,0,0
350330,2015,3954,20,0,0,1
350335,2015,63,0,0,0,0
350340,2015,511,0,0,0,0
350350,2015,15,0,0,0,0
350360,2015,480,1,0,0,0
350370,2015,270,0,0,0,1
350380,2015,880,1,0,0,0
350390,2015,3247,3,0,0,0
350395,2015,108,0,0,0,0
350400,2015,5096,59,0,1,2
350410,2015,2069,5,0,0,11
350420,2015,299,0,0,0,0
350430,2015,354,0,0,0,0
350440,2015,147,0,0,0,0
350450,2015,669,0,0,0,0
350460,2015,788,1,0,0,0
350470,2015,99,0,0,0,0
350480,2015,422,0,0,0,0
350490,2015,393,0,0,0,0
350500,2015,14,0,0,0,0
350510,2015,249,2,0,0,0
350520,2015,190,0,0,0,0
350530,2015,174,0,0,0,0
350550,2015,2605,4,0,0,2
350560,2015,244,0,0,0,2
350570,2015,3,68,0,0,0
350570,2015,10927,68,0,0,0
350580,2015,659,0,0,3,0
350590,2015,800,1,0,0,1
350600,2015,3,8,3,32,6
350600,2015,10765,8,3,32,6
350610,2015,31,7,0,0,2
350610,2015,8025,7,0,0,2
350620,2015,25,0,0,0,0
350630,2015,93,0,0,0,0
350635,2015,4,15,4,0,4
350635,2015,3014,15,4,0,4
350640,2015,244,0,0,0,0
350650,2015,3,4,1,21,6
350650,2015,7911,4,1,21,6
350660,2015,66,0,0,0,0
350670,2015,296,0,0,0,0
350680,2015,84,3,0,0,0
350690,2015,46,0,0,0,0
350700,2015,2195,0,0,0,0
350710,2015,490,5,0,0,1
350720,2015,75,0,0,0,0
350730,2015,1,0,0,0,0
350730,2015,78,0,0,0,0
350740,2015,738,0,0,0,1
350745,2015,20,0,0,0,0
350750,2015,1836,20,1,5,9
350760,2015,1,52,1,0,1
350760,2015,1361,52,1,0,1
350770,2015,325,0,0,1,0
350775,2015,29,0,0,0,1
350780,2015,369,1,0,0,0
350790,2015,386,1,0,0,0
350800,2015,404,0,0,0,1
350810,2015,897,0,0,0,0
350820,2015,1,0,0,0,0
350830,2015,116,0,0,0,0
350840,2015,362,0,1,0,3
350850,2015,1282,3,1,0,0
350860,2015,446,1,0,1,0
350870,2015,166,1,0,0,1
350880,2015,258,0,0,0,0
350890,2015,28,0,0,0,0
350900,2015,2,1,0,0,0
350900,2015,744,1,0,0,0
350910,2015,62,0,0,0,0
350920,2015,1,1,0,0,0
350920,2015,3418,1,0,0,0
350925,2015,40,0,0,0,3
350930,2015,246,0,0,0,0
350940,2015,912,0,0,0,0
